id;nombre;referencias;precioa;preciob;precioc;costo;pesado;iva;existencia
6662;Dogourmet Adulto Parrillada;7,70208E+12;3200;3100;0;0;0;DIAN IVA 5%;-129
6664;MANZANA POSTOBON 2.5L;7,70209E+12;4800;4438;0;0;0;DIAN IVA 19%;-3710
6667;NIEVE LEUDANTE 1.000GR;7,70724E+12;2700;2600;0;0;0;DIAN IVA 5%;-1135
6669;ATUN LUHOMAR RALLADO 175GR;7,86212E+12;2300;2150;0;0;0;DIAN IVA 19%;-437
6670;GOL MEGA;7,70201E+12;2700;0;0;0;0;DIAN IVA 19%;-1
6673;GEL EGO ATRACTION 110ML;7,70201E+12;3100;3000;0;0;0;DIAN IVA 19%;-257
6674;Nutribela 10 Termoproteccion;7,70235E+12;10400;10000;0;0;0;DIAN IVA 19%;-22
6675;AROMATEL MANDARINA 400ML;7,70219E+12;2700;2600;0;0;0;DIAN IVA 19%;-65
6678;AVENA INSTANTANEA EXTRA SEÑORA FRESA 400GR;7,70835E+12;5600;5400;0;0;0;DIAN IVA 19%;-13
6679;AVENA  INSTANTANEA EXTRA SEÑORA AREQUIPE  X400GR;7,70835E+12;5600;5400;0;0;0;DIAN IVA 19%;-9
6685;Rindex 10  125g;7,50044E+12;1000;0;0;0;0;DIAN IVA 19%;-12
6686;NESTUM TRIGO MIEL 350GR;7,61303E+12;20300;19700;0;0;0;DIAN IVA 19%;-153
6694;CHAMPIÑONES ZENU 130GR;7,7011E+12;4500;4400;0;0;0;DIAN IVA 19%;-21
6699;CAFE AROMA X10UNID 500G;7,70209E+12;22400;0;0;0;0;DIAN IVA 5%;-129
6704;GEL EGO ATTRACTION SOBRE 25ML ;7,70201E+12;1200;967;0;0;0;DIAN IVA 19%;-17
6706;NESTUM CERELAC 360GR;7,61303E+12;19900;19200;0;0;0;DIAN IVA 19%;-109
6716;DETERK 450GR;7,70231E+12;3000;2900;0;0;0;DIAN IVA 19%;-2826
6731;LASAGNA DORIA 400GR;7,70209E+12;10700;10300;0;0;0;DIAN IVA 19%;-178
6736;BIANCHI LINEA X24UNID;7,70299E+12;9200;0;0;0;0;DIAN IVA 19%;-57
6738;Ak.1 Con el Poder De La Barra 450g;7,70231E+12;4800;0;0;0;0;DIAN IVA 0%;-6
6746;NUTRIBELA CELULAS MADRES 24ML;7,70235E+12;1500;0;0;0;0;DIAN IVA 19%;-429
6751;AVENA INSTANTANEA EXTRA SEÑORA VAINILLA 400GR;7,70835E+12;5600;5400;0;0;0;DIAN IVA 19%;-20
6756;MOSTAZA LA OCAÑERITA 200G;7,70903E+12;1600;1500;0;0;0;DIAN IVA 19%;-46
6784;NATUMALTA 200ML;7,70743E+12;1400;1250;0;0;0;DIAN IVA 19%;-2113
6787;NOSOTRAS EXTRA PROTECCION DIA Y NOCHE X24UNID;7,70203E+12;12700;12300;0;0;0;Excluido;-206
6791;AROMAX DUO X10UNID;7,70235E+12;5700;0;0;0;0;DIAN IVA 19%;-110
6792;AROMAX UND;7,70235E+12;700;0;0;0;0;DIAN IVA 19%;-545
6810;AZUL KLEAN LAVANDA 950ML;7,70231E+12;6000;0;0;0;0;DIAN IVA 19%;0
9617;AREPA DE TRIGO 7UND;7,70905E+12;5400;5300;0;0;0;Excluido;-113
9641;DERSA BARRA 230GR;7,70217E+12;2700;2600;0;0;0;DIAN IVA 19%;0
6821;Sal Cristal;7,70723E+12;800;660;0;0;0;Excluido;-175
6828;NUTRIBELA 180ML CAUTERIZACION;7,70235E+12;10400;10000;0;0;0;DIAN IVA 19%;0
6846;NATUMALTA LITRO;7,70743E+12;3600;3338;0;0;0;DIAN IVA 19%;-836
6850;TRULULU CULEBRITAS;7,70299E+12;1800;1690;0;0;0;DIAN IVA 19%;-90
6856;LISSO INTELIGENTE 15ML;7,70728E+12;1400;1300;0;0;0;DIAN IVA 19%;-152
6857;ACEITE IDEAL 2L;7,70966E+12;14800;14400;0;0;0;DIAN IVA 19%;-665
6858;AVENA QUAKER HOJUELAS 115GR;7,70219E+12;1200;1100;0;0;0;DIAN IVA 5%;-3
6862;COCOA SUPERIOS CORONA 230GR;7,70201E+12;15800;0;0;0;0;DIAN IVA 19%;-36
6863;BOMBILLO PHILIPS 12W;8,7187E+12;6600;6600;0;0;0;DIAN IVA 19%;-5
6871;ATUN CATALINA ACEITE ;7,86664E+12;4800;4700;0;0;0;DIAN IVA 19%;-284
6886;FLUOCARDENT 75ML;7,70256E+12;3300;3150;0;0;0;DIAN IVA 19%;-1689
6888;SPARTA 269ML;7,70235E+12;1500;1334;0;0;0;DIAN IVA 19%;-520
9591;CREMA ORAL B 4 EN 1 60GR;7,5062E+12;3300;3200;0;0;0;DIAN IVA 19%;-157
6894;SUPREMO LAVALOZA TAZA 150GR;7,70887E+12;1700;1640;0;0;0;DIAN IVA 0%;-98
6906;Nosotras Oferta Extraproteccion;7,70203E+12;12700;12300;0;0;0;Excluido;-1
6929;SANPIC VAINILLA 200ML;7,70263E+12;1500;1400;0;0;0;DIAN IVA 19%;0
6945;COLGATE MAXIMA PROTECCION 60ML;7,50955E+12;3300;3167;0;0;0;DIAN IVA 19%;-2188
6946;DOG CHOW ADULTOS MINIS 350GR;7,70252E+12;4000;3850;0;0;0;DIAN IVA 5%;-24
6947;YOGOLIN MIX AZUCARADAS X3UNID;7,70524E+12;6200;5500;5400;0;0;DIAN IVA 19%;-2136
6948;AROMAX CJ 24S;7,70235E+12;15000;0;0;0;0;DIAN IVA 19%;-237
6955;SAL CRISTAL 1.000GR;7,70723E+12;1400;1300;0;0;0;Excluido;-3471
6958;LECHE CONDENSADA NATULAC 397GR;7,5924E+12;9400;9200;0;0;0;DIAN IVA 19%;-189
6979;DOGOURMET ADULTOS 350GR;7,70208E+12;3200;3100;0;0;0;DIAN IVA 5%;-183
6982;AK LAVALOZA LIQUIDO 360ML;7,70231E+12;3700;3550;0;0;0;DIAN IVA 19%;-1
7006;PRESTOBARBA  DORCO X5UNID ;8,80104E+12;2400;2300;0;0;0;DIAN IVA 19%;-351
7019;Savital acondicionador ;7,70201E+12;1000;0;0;0;0;DIAN IVA 19%;-1
7028;JHONSONS SHAMPO CABELLO OSCURO 25ML;7,70203E+12;2700;0;0;0;0;DIAN IVA 19%;-3
7174;polvo decolarante ;7,70718E+12;2400;0;0;0;0;DIAN IVA 19%;-7
7181;SARDINA CATALINA 425GR;7,86211E+12;5600;5400;0;0;0;DIAN IVA 19%;-85
7183;ACEITE IDEAL 250ML;7,70966E+12;2200;2042;0;0;0;DIAN IVA 19%;-110
7200;COLCAFE CLASICO SUAVE TARRO 100GR;7,70203E+12;13600;13200;0;0;0;DIAN IVA 5%;-82
7201;PAÑITOS WINNY X100UNID;7,70102E+12;11800;11500;0;0;0;DIAN IVA 19%;-625
7202;NATUMALTA X6UNID;7,70209E+12;8300;8250;0;0;0;DIAN IVA 19%;-836
7206;OREO MINI 40GR;7,62221E+12;2000;1900;0;0;0;DIAN IVA 19%;-3
9647;SHAMPOO SAVITAL 550ML;7,70201E+12;15000;14500;0;0;0;DIAN IVA 19%;-244
7209;SALSA BOLOGNESA LA CONSTANCIA 106GR;7,7021E+12;3400;3300;0;0;0;DIAN IVA 19%;-38
7226;VANISH ROSADO 450ML;7,70263E+12;4800;4650;0;0;0;DIAN IVA 19%;-91
7230;LIMPIAPISOS BRILLA KING BICARBONTO 1L;7,7003E+12;3200;3000;0;0;0;DIAN IVA 19%;-30
7231;ROPA COLOR SUPER B LITRO;7,70729E+12;3300;3140;0;0;0;DIAN IVA 19%;0
7234;AK1 3KG MANZANA;7,70231E+12;24000;23600;0;0;0;DIAN IVA 19%;-287
7235;AROMATEL COCO 400ML;7,70219E+12;2700;2600;0;0;0;DIAN IVA 19%;-810
7236;AROMATEL COCO 180ML;7,70219E+12;1600;1450;0;0;0;DIAN IVA 19%;-907
7247;FESTIVAL CHIPS X6;7,70203E+12;7500;0;0;0;0;DIAN IVA 19%;-8
7252;PURINA PARA GATO MAGIC FRIENDS KILO;7,7003E+12;7500;7200;0;0;0;DIAN IVA 19%;-14
7253;SUPERB LAVAPLATO LIMON 500GR;7,70729E+12;3400;3300;0;0;0;DIAN IVA 19%;0
9594;PAÑITOS HUGGIES MANITAS Y CARITAS X48UNID;7,70243E+12;4800;4600;0;0;0;DIAN IVA 19%;-149
7257;RINDEX 10 125GR;7,50044E+12;1400;1320;0;0;0;DIAN IVA 19%;-107
7260;RICAVENA INSTANTANEA QUAKER 600;7,70219E+12;1600;1500;0;0;0;DIAN IVA 19%;-156
7273;ELITE MAX X4UNIDADES ;7,7072E+12;5400;5200;0;0;0;DIAN IVA 19%;0
7291;AROMATEL FLORAL 800ML ;7,70219E+12;7500;7350;0;0;0;DIAN IVA 19%;-141
7298;NATUMALTA 1.5;7,70209E+12;4900;4500;0;0;0;DIAN IVA 19%;-124
7299;JABON REY EN BARRA 300GR;7,70217E+12;2900;2780;0;0;0;DIAN IVA 19%;-875
7300;YOGURT LA MEJOR 1 LITRO;7,70524E+12;5500;0;0;0;0;DIAN IVA 19%;-71
7306;GUSTOSITA ESPARCIBLE 125GR;7,70203E+12;1600;0;0;0;0;DIAN IVA 19%;-458
7308;GALLETAS SALTISIMA X4 TACOS;7,7003E+12;4700;4500;0;0;0;DIAN IVA 19%;-17
7309;LIMPIADOR BICARBONATO SUPERB 960ML;7,70743E+12;2700;2600;0;0;0;DIAN IVA 19%;-5
7313;DUCALES 241GR;7,70203E+12;5600;5400;0;0;0;DIAN IVA 19%;-5
7316;RINDEX 10 FRESCURA 1KG;7,50044E+12;9100;8900;0;0;0;DIAN IVA 19%;-26
9798;BOMBILLO EVEREADY 8W;8,88802E+12;4300;4000;0;0;0;DIAN IVA 19%;-39
9793;CORTACUTICULA TRIM;6,95345E+12;7900;0;0;0;0;DIAN IVA 19%;0
9776;ORAL B 3DWHITE 53ML;7,5063E+12;7600;7400;0;0;0;DIAN IVA 19%;-392
9803;ACAROL CUTANEO CONTROL DE PARASITOS 60ML;7,7073E+12;16500;0;0;0;0;DIAN IVA 19%;-4
9777;MISTERMINT 60ML;7,70835E+12;1900;1750;0;0;0;DIAN IVA 19%;-3
9778;ENJUAGUE BUCAL SONRIEDEN 6-12;7,70231E+12;5000;4800;0;0;0;DIAN IVA 19%;-16
9843;SHAMPOO ANTICASPA EGO BLANCK 400ML;7,70201E+12;17200;0;0;0;0;DIAN IVA 19%;-14
9779;DESODORANTE AMATIC 70ML;7,70729E+12;3900;3690;0;0;0;DIAN IVA 19%;-3
9780;DESODORANTE AMATIC DAMA 70ML;7,70729E+12;3900;3690;0;0;0;DIAN IVA 19%;-7
9781;FOSFOROS EXTRA LARGO EL SOL 9.5;7,70702E+12;2400;2300;0;0;0;DIAN IVA 19%;0
9795;LAPIZ MARIPOSA;LAIPZ MARIPOSA ;1300;0;0;0;0;DIAN IVA 19%;0
7331;Palmolive ;7,70201E+12;2800;2700;0;0;0;DIAN IVA 19%;-87
7333;PALMOLIVE SENSACION 110GR;7,70201E+12;2800;2700;0;0;0;DIAN IVA 19%;-4
7336;CREMA DE LECHE PARMALAT 125ML;7,7006E+12;2700;2600;0;0;0;Excluido;-929
7337;CREMA DE LECHE PARMALAT 200ML;7,7006E+12;4400;4250;0;0;0;Excluido;-574
7343;VANART COCO KERATINA 50ML;6,5024E+11;1000;0;0;0;0;DIAN IVA 19%;-13
7350;Nosotras invisible multiestilo 30und;7,70203E+12;12900;0;0;0;0;Excluido;-7
7356;Hit Mngo 1000ml;7,70209E+12;4200;3817;0;0;0;DIAN IVA 19%;-68
7363;GEL DE BAÑO BOTANICALS MANZANA VERDE 750ML;7,7003E+12;9300;9000;0;0;0;DIAN IVA 19%;-21
7364;SHAMPOO VANART BONDADES DEL CHILE 600ML ;6,5024E+11;6200;0;0;0;0;DIAN IVA 19%;-30
7365;COLCAFE CLASICO SUAVE 42GR;7,70203E+12;11100;10900;0;0;0;DIAN IVA 5%;-122
7369;AGUA LA MEJOR 6LITROS;7,70524E+12;2600;0;2000;0;0;Excluido;-3840
7391;GUSTOSITA ESPARCIBLE 450GR;7,70203E+12;6300;6100;0;0;0;DIAN IVA 19%;-507
7394;3D BICARBONATO 1KG;7,70219E+12;7700;7600;0;0;0;DIAN IVA 19%;-323
7401;VELON SAN JORGE N8;7,70716E+12;5200;0;0;0;0;DIAN IVA 19%;0
7402;JABON SUPERB LIQUIDO ROJO;7,70729E+12;4000;3890;0;0;0;DIAN IVA 19%;0
7403;SUAVIZANTE FLORAL BONAROPA 3 LITROS ;7,7003E+12;10800;10380;0;0;0;DIAN IVA 19%;-36
7405;RAID ZANCUDO Y MOSCA 285CC;7,50103E+12;11000;10600;0;0;0;Excluido;-7
7406;Ego Gel Extreme 110ml;7,70201E+12;3100;3000;0;0;0;DIAN IVA 19%;-9
9620;FESTIVAL UND LIMON;7,70203E+12;1300;0;0;0;0;DIAN IVA 19%;-33
7422;AZUCAR MORENA PALACIO 1.000GR ;7,70924E+12;4200;4100;0;0;0;DIAN IVA 5%;-1413
7423;ACEITE IDEAL 4800ML;7,70996E+12;33500;32800;0;0;0;DIAN IVA 19%;-280
7425;INDULECHE 200GR;7,70692E+12;7800;7650;0;0;0;Excluido;-3641
7431;JOHNSONS CABELLO CLARO 100ML;7,70203E+12;6500;0;0;0;0;DIAN IVA 19%;-14
7440;COCA COLA 1.5;7,70254E+12;5600;5209;0;0;0;DIAN IVA 19%;-1416
7441;Doña Gañina x 12Cubitos;7,70235E+12;400;0;0;0;0;DIAN IVA 19%;-208
7442;RICOSTILLA X12UNID;7,70235E+12;4900;4800;0;0;0;DIAN IVA 19%;-600
7445;UNICO LIMON PLUS ;7,70102E+12;2400;0;0;0;0;DIAN IVA 19%;-3
7466;INDULECHE 360GR;7,70692E+12;12400;12150;0;0;0;Excluido;-4057
7470;JABON INTIMO NOSOTRAS 200ML;7,70203E+12;12500;12000;0;0;0;DIAN IVA 19%;-27
9625;FAMILIA EXPERT 4 HOJAS;7,70203E+12;2400;2271;0;0;0;DIAN IVA 19%;-936
7472;VELON SAN JORGE N7;7,70716E+12;4000;3900;0;0;0;DIAN IVA 19%;-188
7486;MACARRON DORIA 500GR;7,70209E+12;4000;3870;0;0;0;DIAN IVA 5%;-324
7495;SHAMPOO SAVITAL ANTICASPA 100ML;7,70201E+12;3600;3480;0;0;0;DIAN IVA 19%;-19
7496;Kola Granulada Mk;7,70206E+12;1700;0;0;0;0;DIAN IVA 19%;-11
9627;PAÑITOS PEQUEÑIN ALOE X24UNID ;7,70203E+12;3600;3500;0;0;0;DIAN IVA 19%;-145
9648;SEDA DENTAL ORAL PLUS 30M;7,70463E+12;2400;2200;0;0;0;DIAN IVA 19%;-134
9688;TINTE KERATON 7.43;7,70723E+12;9500;9200;0;0;0;DIAN IVA 19%;-5
9643;GEL FRUTO NARANJA 250GR;7,70898E+12;5000;0;0;0;0;DIAN IVA 19%;-6
9628;ATUN DIAMANTE 175GR;7,86213E+12;3600;3450;0;0;0;DIAN IVA 19%;-296
7507;FAB POLVO 800GR;7,70219E+12;8800;8500;0;0;0;DIAN IVA 19%;-49
9624;POOL COLA 3.020ML;7,70924E+12;5700;5167;0;0;0;DIAN IVA 19%;-1334
9741;SAL DE FRUTAS;7,70206E+12;2200;0;0;0;0;Excluido;-212
7513;NUTRI RINDE EL RODEO 405GR;7,70202E+12;18800;18400;0;0;0;Excluido;0
7516;NUTRIRINDE EL RODEO 810GR;7,70202E+12;28500;29100;0;0;0;Excluido;-9
7520;GEL EGO EXTREME MAX 110ML;7,70201E+12;3100;3000;0;0;0;DIAN IVA 19%;-324
7522;DOÑA GALLINA X8UNID;7,70235E+12;3400;3300;0;0;0;DIAN IVA 19%;-1398
7525;Hit Familiar Frutas Tropicales;7,70209E+12;4500;4167;0;0;0;DIAN IVA 19%;-98
7527;Hir Familiar Mango;7,70209E+12;4600;0;0;0;0;DIAN IVA 19%;-15
7529;LIMPIADOR JAZMIN LAVANDA 3 LITROS;7,7003E+12;7700;7400;0;0;0;DIAN IVA 19%;-32
7547;COCA COLA 3L;7,70254E+12;9700;8917;0;0;0;DIAN IVA 19%;-704
7550;MAIZENA 380GR;7,70205E+12;13200;12700;0;0;0;DIAN IVA 19%;-186
7551;DOGOURMETCACHORROS 350GR;7,70208E+12;3200;3100;0;0;0;DIAN IVA 5%;-250
7552;COLGATE TRIPLE ACCION 150ML;7,50955E+12;12000;11800;0;0;0;DIAN IVA 19%;-220
7553;SERVILLETA MIA 200;7,70715E+12;2600;2500;0;0;0;DIAN IVA 19%;-2657
7560;PAPEL ALUMINIO GOLDENWRAP 7MT;7,70734E+12;2500;2350;0;0;0;DIAN IVA 19%;-8
7563;BAYGON MOSCAS 400CM;7,50103E+12;15700;15200;0;0;0;DIAN IVA 19%;-5
7568;MAYONESA BARY 100GR;7,70244E+12;1900;1800;0;0;0;DIAN IVA 19%;-242
7569;SALSA TOMATE BARY 170GR;7,70244E+12;2700;2560;0;0;0;DIAN IVA 19%;-6694
7571;SALSA TOMATE BARY 120GR;7,70244E+12;1900;1800;0;0;0;DIAN IVA 19%;-297
9606;SALMON RICURAS DEL MAR ;7,70815E+12;3300;3150;0;0;0;Excluido;-20
9607;SARDINA NORSAN 425GR;7,70986E+12;5600;5400;0;0;0;DIAN IVA 19%;-16
9608;GUANTE ETERNA MAS PAÑOS ;7,70204E+12;5600;0;0;0;0;DIAN IVA 19%;0
9609;SALSA NORSAN X3 UNID;7,70844E+12;5000;0;0;0;0;DIAN IVA 19%;-23
9610;LECHE CONDENSADA EL ANDINO 900GR;7,70907E+12;11300;10900;0;0;0;Excluido;-443
9613;GILLETE MACH3 REPUESTO;7,50634E+12;9900;0;0;0;0;DIAN IVA 19%;-18
9614;TROPI SABOR MANTECADO 65ML;7,70737E+12;2300;2150;0;0;0;DIAN IVA 19%;0
9615;TROPI SABOR COCO 65ML;7,70737E+12;2300;2150;0;0;0;Excluido;-3
7585;MONCLEAR AVENA Y ARGAN 145GR;7,70887E+12;2600;0;0;0;0;DIAN IVA 19%;-2
7588;NATUREY CON SAL MARINA 30GR;7,70218E+12;1300;1200;0;0;0;DIAN IVA 19%;-374
7595;TOALLAS NOSOTRAS INVISIBLE RAPIGEL X30 MAS 4 BUENAS NOCHES;7,70203E+12;13900;13500;0;0;0;Excluido;-42
7596;LAVALOZA SUPERB 500ML;7,70729E+12;3400;3300;0;0;0;DIAN IVA 19%;0
7598;INVISIBLE CLASICA MULTIESTILO NOSOTRAS;7,70203E+12;4900;4700;0;0;0;Excluido;-8
9612;SUPREMO BEBE 180GR;7,70867E+12;2500;2400;0;0;0;DIAN IVA 19%;-71
7605;GEL ROLDA AZUL 120GR;7,70734E+12;4300;4200;0;0;0;DIAN IVA 19%;-73
7608;BALANCE MEN PRACTIT 32GR;7,70203E+12;4000;3850;0;0;0;DIAN IVA 19%;-612
7614;ARROZ ZULIA 3.000GR;7,70722E+12;12000;11800;0;0;0;Excluido;-797
7620;ACEITE SARA 1000ML;7,70939E+12;6900;6900;0;0;0;DIAN IVA 19%;-2
7633;BOMBILLO EVEREADY 5W;8,88802E+12;3600;0;0;0;0;DIAN IVA 19%;0
7634;BOMBILLO EVERADY  8W ;8,88802E+12;4300;4000;0;0;0;DIAN IVA 19%;0
9746;MACARRON COMARRICO 250GR;7,70731E+12;1800;1700;0;0;0;DIAN IVA 5%;-229
9819;HUGGIES TRIPLE PROTECCION G/3 X25UNID;7,70243E+12;19000;18300;0;0;0;DIAN IVA 19%;-149
7641;Don Kat 1Kg;7,70208E+12;10500;0;0;0;0;DIAN IVA 5%;0
9733;CERA LIMPIADORA LA JOYA 1.000ML;7,70209E+12;8500;8200;0;0;0;DIAN IVA 19%;0
9604;REXONA CLINICA 18G X2;7,70201E+12;1200;0;0;0;0;Excluido;-24
7646;SALSA NAPOLITANA 106GR;7,7021E+12;3400;3300;0;0;0;DIAN IVA 19%;-64
9784;MECHAS LOCAS DE CHOCOLATE ;7,70217E+12;3000;0;0;0;0;DIAN IVA 19%;-4
9767;CHIDOS CHILE DULCE 170GR;7,70215E+12;5500;5350;0;0;0;DIAN IVA 19%;-1
7650;BOMBILLO PHILIPS 8W;8,7187E+12;4600;0;0;0;0;DIAN IVA 19%;-11
7651;BON AIRE VARITAS CANELA Y MANZANA  40ML;7,70253E+12;7000;6800;0;0;0;DIAN IVA 19%;-372
7652;multi absorb;7,70243E+12;2800;0;0;0;0;DIAN IVA 19%;0
7653;TRULULU CASQUITOS;7,70299E+12;1800;1690;0;0;0;DIAN IVA 19%;-210
7659;SUPER RIEL LIQUIDO 925ML;7,70231E+12;6000;5850;0;0;0;DIAN IVA 19%;-376
7666;COCA COLA LATA 235ML;7,70254E+12;2600;2417;0;0;0;DIAN IVA 19%;-696
7673;CARACOL PUGLIESE 1.000GR;7,70202E+12;3500;3334;0;0;0;DIAN IVA 5%;-530
7701;MAYONESA BARY 400GR;7,70244E+12;7700;7500;0;0;0;DIAN IVA 19%;-646
7703;CAFE AROMA 50GR;7,70209E+12;2400;2300;0;0;0;DIAN IVA 5%;-83
7706;MAYONESA BARY 200GR;7,70244E+12;2700;2560;0;0;0;DIAN IVA 19%;-767
7712;AVENA EN HOJUELAS QUESADA 270GR;7,70209E+12;2100;0;0;0;0;DIAN IVA 5%;-6
7720;PANELADA 29G;7,70235E+12;1400;1290;0;0;0;DIAN IVA 19%;-4884
7730;PAÑITOS PEQUEÑIN MANZANILLA X60UNID;7,70203E+12;5600;5400;0;0;0;DIAN IVA 19%;-2
7739;Bary Mani con Pasas;7,70244E+12;9200;0;0;0;0;DIAN IVA 19%;0
7740;MANI BARY CON SAL 35GR;7,70244E+12;1600;0;0;0;0;DIAN IVA 19%;-46
7741;FRUTY AROS KARYMBA 240GR;7,59104E+12;6800;6600;0;0;0;DIAN IVA 19%;-450
7742;AZUCARADA 250G KARYMBA;7,70281E+12;6800;6600;0;0;0;DIAN IVA 19%;-428
7743;SALSA MOSTAZA BARY 140GR;7,70244E+12;2600;2480;0;0;0;DIAN IVA 19%;-928
7751;AVENA INSTANTANEA EXTRA SEÑORA CANELA 400GR;7,70835E+12;5600;5400;0;0;0;DIAN IVA 19%;-5
7756;CEPILLO PRO DELUXE;7,50101E+12;2800;2500;0;0;0;DIAN IVA 19%;-35
7758;CHORIZO CAMPESINO COLANTA X9UNID;7,70213E+12;17300;17000;0;0;0;DIAN IVA 19%;-24
7761;TOALLIN FAMILIA PRACTIPLU 50UNID ;7,70203E+12;2600;2500;0;0;0;DIAN IVA 19%;-19
7767;CHOCOBITZ KARYMBA 260GR;7,7072E+12;6700;6500;0;0;0;DIAN IVA 19%;-49
7792;MIRAMONTE LECHE 800GR;7,70902E+12;18700;18300;0;0;0;Excluido;-16
7793;PAN TAJADO INTEGRAL GUADALUPE ;7,70533E+12;6900;6700;0;0;0;Excluido;-30
7794;YOGOLIN MORA LA MEJOR 150GR;7,70524E+12;1100;0;0;0;0;DIAN IVA 19%;-440
7797;AZUCAR RIOPAILA ;7,70213E+12;4200;4080;0;0;0;DIAN IVA 5%;-4969
7799;SALSA QUESO CHEDDAR BARY 200GR;7,70244E+12;7000;6800;0;0;0;DIAN IVA 19%;-18
7809;KOTEX NORMAL ALAS 10UND;7,70243E+12;6000;5800;0;0;0;Excluido;-12
7811;FESTIVAL RECREO 12X6;7,70203E+12;13700;0;0;0;0;DIAN IVA 19%;-777
7815;DOÑA GALLINA X12UNID;7,70235E+12;4900;4750;0;0;0;DIAN IVA 19%;-725
7818;SALSA ROSADA BARY 140GR;7,70244E+12;2200;2100;0;0;0;DIAN IVA 19%;-1088
7822;GALLETAS RUEDITAS VAINILLA 12X4;7,70701E+12;8100;0;0;0;0;DIAN IVA 19%;-12
7824;SODA POOL 400ML;7,709E+12;1200;1063;0;0;0;Excluido;-1155
7833;MAYONESA BARY 1000GR;7,70244E+12;14800;14400;0;0;0;DIAN IVA 19%;-752
7838;Jumbo Rosca;7,70201E+12;1800;0;0;0;0;DIAN IVA 19%;-19
7839;AXION LAVALOZA850GR;7,70201E+12;12000;11700;0;0;0;DIAN IVA 19%;-408
7861;BIANCHI MANI SNACKS;7,70299E+12;2000;1850;0;0;0;DIAN IVA 19%;-39
7862;CITRONELA MAGHIX 1000ML;6,71876E+11;3200;0;0;0;0;DIAN IVA 19%;0
7864;Head Shoulders;7,50044E+12;1200;0;0;0;0;DIAN IVA 19%;-18
7869;MOSTAZA BARY 110GR;7,70244E+12;2100;2000;0;0;0;DIAN IVA 19%;-28
7871;BABY FRUIT MANZANA ;7,70726E+12;1700;0;0;0;0;DIAN IVA 19%;-9
7873;MANI BARY LIMON 35GR;7,70244E+12;1800;0;0;0;0;DIAN IVA 19%;-67
7891;BILAC LECHE ACHOCOLATADA BOLSA 200;7,70209E+12;1500;0;0;0;0;DIAN IVA 19%;-128
7897;FLIPS CHOCOLATE 120GR;7,7072E+12;4700;4550;0;0;0;DIAN IVA 19%;-1442
7899;NATUREY 6GR;7,70218E+12;500;0;0;0;0;DIAN IVA 19%;-1
7910;Dulces Fiestas Galleta Navideña;7,70999E+12;600;0;0;0;0;DIAN IVA 19%;-3
7913;COMPOTA HIT MANZANA 90GR;7,70244E+12;2000;1850;0;0;0;DIAN IVA 19%;-173
7914;COMPOTA HIT SABOR A PERA 90GR;7,70244E+12;2000;1850;0;0;0;DIAN IVA 19%;-49
7915;BOMBILLO PHILIPS 14W;8,7187E+12;8800;0;0;0;0;DIAN IVA 19%;-9
7926;CHOCO CRONCH KARIMBA 240GR;7,70281E+12;6800;6600;0;0;0;DIAN IVA 19%;-94
7933;RINDEX 10 500GR MULTIUSOS;7,50044E+12;4600;4500;0;0;0;DIAN IVA 19%;-106
7938;CHORIZO TERNERA MONTEFRIO 250GR X5UNID;7,70213E+12;8100;8000;0;0;0;DIAN IVA 19%;-17
7939;SALSA MAIZ NATUCAMPO 200GR;7,7092E+12;5200;4950;0;0;0;DIAN IVA 19%;-37
7940;SALSA TOCINETA NATUCAMPO 200GR;7,70959E+12;4800;4600;0;0;0;DIAN IVA 19%;-19
7941;TRICOMPLETO REY55GR;7,70218E+12;1900;1800;0;0;0;DIAN IVA 19%;-1352
7949;CASERO 3 LECHES 220GR;7,70533E+12;8000;7900;0;0;0;DIAN IVA 19%;-47
7966;SANPIC CANELA 200ML;7,70263E+12;1500;1400;0;0;0;DIAN IVA 19%;0
7975;Dogourmet Pavo y Pollo 350g;7,70208E+12;3200;3100;0;0;0;DIAN IVA 5%;-129
7979;SUPERCOCO CHOCO SNACKS;7,70299E+12;2000;1900;0;0;0;DIAN IVA 19%;-123
7986;SALSA DE SOYA BARY PROFECIONAL 1165ML;7,70244E+12;9600;9300;0;0;0;DIAN IVA 19%;-22
7991;FAMILIA ACOLCHAMAX EXTRA GRANDE X4UNID;7,70203E+12;7700;7500;0;0;0;DIAN IVA 19%;0
7992;SHAMPOO SAVITAL MULTIOLEOS 550ML;7,70201E+12;15000;14500;0;0;0;DIAN IVA 19%;-3
7993;SHAMPOO SAVITAL KERATINA 550ML;7,70201E+12;15000;14500;0;0;0;DIAN IVA 19%;0
7994;SHAMPOO SAVITAL SHAMPOO Y ACONDICIONADOR 550ML;7,70201E+12;29000;0;0;0;0;DIAN IVA 19%;-10
8005;SUPERCOCO TURRON X100UNID;7,70299E+12;15400;0;0;0;0;DIAN IVA 19%;-78
8023;ATUN ROBIN HOOD ACEITE 175GR;7,86212E+12;3700;3600;0;0;0;DIAN IVA 19%;-641
8029;Boka Panela y Limon;7,70235E+12;800;710;0;0;0;DIAN IVA 19%;-25
8034;ATUN ZENU ACEITE DE GIRASOL 160GR;7,7011E+12;6500;6350;0;0;0;DIAN IVA 19%;-76
8035;ATUN ZENU LOMO AGUA;7,7011E+12;6500;6350;0;0;0;DIAN IVA 19%;-43
